Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,SL No.,State/UT Name,District Name,Mine Name,Coal/ Lignite Production (MT) (2019-2020),Coal Mine Owner Name,Coal Mine Owner Full Name,Coal/Lignite,Govt Owned/Private,Type of Mine (OC/UG/Mixed),Latitude ,Longitude ,Source,Accuracy (exact vs approximate),Methane_Emissions_m3,Methane_Emissions_kg,CO2_Emissions_per_Ton,CO2_Emissions,Carbon Footprint_kgCO2e
232,232,232,243,244,Madhya Pradesh,Singrauli,AMELIA NORTH MINE ,2.8,JPVL,Jaiprakash Power Ventures Limited ,Bituminous,G,OC,24.1346,82.4264,"Environment Clearance, Pre-feasibility Report Amelia (North) Coal Mine Expansion Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/0_0_28_Jul_2015_1347198431Annexure-PFR.pdf",Exact,3.36,2.40912,2440.68,6833.9039999999995,6894.132
233,233,233,244,245,Madhya Pradesh,Singrauli,JHINGURDA,2.63,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1917,82.72083,Application in Form-I for Revalidation of EC as per EIA Notification 2006 of Jhingurdah OCP: http://environmentclearance.nic.in/writereaddata/modification/previousTOR/16092018CTHLC5XWform1.pdf,Exact,3.156,2.262852,2440.68,6418.988399999999,6475.559699999999
234,234,234,245,246,Madhya Pradesh,Singrauli,JAYANT,19.53,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.151,82.6579,"Environment Clearance, Mine Closure Plan of Jayant Opencast Project: http://environmentclearance.nic.in/writereaddata/Online/EDS/15_Jun_2018_185606153WQ4C9CIUReplybyProjectProponentofJayantExpansionOCP,totheobservationsofEACmeetingheldon17-18May2018.pdf",Exact,23.436,16.803611999999998,2440.68,47666.4804,48086.570700000004
235,235,235,246,247,Madhya Pradesh,Singrauli,AMLOHRI,13.47,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1417,82.5917,Project Summary of Amlohri OC Project NCL: http://environmentclearance.nic.in/writereaddata/Online/TOR/0_0_28_Aug_2014_1826394101briefsummaryofproject.pdf,Exact,16.164,11.589588,2440.68,32875.9596,33165.6993
236,236,236,247,248,Madhya Pradesh,Singrauli,NIGAHI,19.59,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1539,82.6322,Mining Plan (along with Mine Closure Plan) for Nigahi Opencast Project: http://environmentclearance.nic.in/writereaddata/modification/Amendment/Attach_file/28072018UJ7EHUK5MININGPLANNigahi.pdf,Exact,23.508,16.855235999999998,2440.68,47812.9212,48234.30209999999
237,237,237,248,249,Madhya Pradesh,Singrauli,BLOCK - B,5.47,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1756,82.565,Application in Form-I for Environmental Clearance (EC) of Block-B OCP: http://environmentclearance.nic.in/writereaddata/form-1/2013_5_14_May_2013_1558326531Block-BFormI.pdf,Exact,6.564,4.706388,2440.68,13350.519599999998,13468.179299999998
238,238,238,250,251,Madhya Pradesh,Betul,CHHATARPUR-I,0.37,WCL,Western Coalfields Limited,Bituminous,G,UG,22.15,78.1,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,6.66,4.77522,2440.68,903.0515999999999,1022.4320999999999
239,239,239,251,252,Madhya Pradesh,Betul,CHHATARPUR.II,0.08,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1417,78.1,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,1.44,1.0324799999999998,2440.68,195.2544,221.0664
240,240,240,252,253,Madhya Pradesh,Betul,SHOBHAPUR,0.17,WCL,Western Coalfields Limited,Bituminous,G,UG,22.15,78.125,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,3.06,2.19402,2440.68,414.9156,469.7661
241,241,241,253,254,Madhya Pradesh,Betul,SARNI,0.13,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1167,78.15,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,2.34,1.6777799999999998,2440.68,317.28839999999997,359.2329
242,242,242,254,255,Madhya Pradesh,Betul,TAWA.I,0.43,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1458,78.1667,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,7.74,5.54958,2440.68,1049.4923999999999,1188.2318999999998
243,243,243,255,256,Madhya Pradesh,Betul,TAWA-II,0.32,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1542,78.1917,EIA & EMP for Chattarpur – I & II Underground Expansion Project: http://www.mppcb.mp.gov.in/pdf/Exe_Sum_Chhatarpur_Eng.pdf,Exact,5.76,4.129919999999999,2440.68,781.0176,884.2656
244,244,244,256,257,Madhya Pradesh,Chhindwara,NEHERIYA,0.33,WCL,Western Coalfields Limited,Bituminous,G,UG,22.2451,78.9817,"Environmental Clearance, Expansion of Naheriya UG Coal Mine: http://westerncoal.in/sites/default/files/userfiles/Naheria%20UG%2028.03.2017.PDF",Exact,5.94,4.25898,2440.68,805.4244,911.8989
245,245,245,257,258,Madhya Pradesh,Chhindwara,MATHANI,0.12,WCL,Western Coalfields Limited,Bituminous,G,UG,22.2389,78.9311,"Six Monthly Compliance Report of Environmental Clearance, Mathani Underground Mine: http://westerncoal.in/sites/default/files/userfiles/Mathani.pdf",Exact,2.16,1.54872,2440.68,292.8816,331.5996
246,246,246,258,259,Madhya Pradesh,Chhindwara,JAMUNIA,0.0,WCL,Western Coalfields Limited,Bituminous,G,UG,22.2911,78.9667,Report on Subsidence Prediction for Jamunia U/G Mine Western Coalfields Limited: http://forestsclearance.nic.in/writereaddata/FormA/Miningletter/8111012461217GX42M3DSubsidenceReportJamunia.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
247,247,247,259,260,Madhya Pradesh,Chhindwara,VISHNUPURI-II,0.1,WCL,Western Coalfields Limited,Bituminous,G,UG,22.199,78.8626,"Google Maps: https://www.google.com/maps/place/Vishnupuri+Mine/@22.1986413,78.8450181,14z/data=!4m5!3m4!1s0x3bd562e7c079d3bd:0x89b0f9430ab29a7d!8m2!3d22.1989554!4d78.862462",Approximate: coordinates of Vishnupuri mines area ,1.8,1.2906,2440.68,244.06799999999998,276.33299999999997
248,248,248,260,261,Madhya Pradesh,Chhindwara,MAHADEVPURI,0.1,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1806,78.7698,"Google Maps: https://www.google.com/maps/place/Mahadevpuri+Coal+Mines+Parasia,+Parasia,+Madhya+Pradesh+480441,+India/@22.1808594,78.7693743,19z/data=!4m5!3m4!1s0x3bd57c35642c8ead:0xe9305a4217d4cb6b!8m2!3d22.1805914!4d78.7697582",Exact,1.8,1.2906,2440.68,244.06799999999998,276.33299999999997
249,249,249,261,262,Madhya Pradesh,Chhindwara,NEW SETHIA,0.4,WCL,Western Coalfields Limited,Bituminous,G,OC,22.2153,78.8501,"Minutes of the 51st EAC (Thermal & Coal Mining Projects) Meeting held on 5th February, 2016: http://environmentclearance.nic.in/writereaddata/Form-1A/Minutes/0_0_21115125712121FinalMOMof51stEACheldon5thFeb,2016.pdf",Exact,0.48,0.3441599999999999,2440.68,976.2719999999999,984.876
250,250,250,262,263,Madhya Pradesh,Chhindwara,CHHINDA,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,22.2083,78.8333,"WCL Pench - Area Six Monthly Environment Monitoring Report of Chhinda O/C Mine, Data Sheet: http://www.westerncoal.in/sites/default/files/userfiles/ENV-CR-CHHINDA%20OC.pdf ",Exact,0.0,0.0,2440.68,0.0,0.0
251,251,251,263,264,Madhya Pradesh,Chhindwara,BARKUI,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,22.1958,78.6875,"Land Restoration/Reclamation Monitoring, Opencast Coal Mines of WCL, 2018: http://www.westerncoal.in/sites/default/files/userfiles/FINAL_Land%20Reclamation%20wcl_2018.pdf",Exact,0.0,0.0,2440.68,0.0,0.0
252,252,252,264,265,Madhya Pradesh,Chhindwara,URDHAN,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,22.2786,78.9578,Application (Form-I) for Extension of Validity of Environmental Clearance for Urdhan OC: http://environmentclearance.nic.in/writereaddata/modification/previousTOR/12062018VP7TC4OFAnnexure-UpdatedForm-IUrdhan.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
253,253,253,265,266,Madhya Pradesh,Chhindwara,SHIVPURI,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,22.2036,78.8901,"Google Maps: https://www.google.ca/maps/place/Water+Filter+Plant/@22.2024311,78.8893193,685m/data=!3m1!1e3!4m13!1m7!3m6!1s0x3bd56250bfff95c3:0xfede38e3882d626e!2sShivpuri,+Madhya+Pradesh+480441,+India!3b1!8m2!3d22.2008804!4d78.8906295!3m4!1s0x3bd5625a47f681c3:0xc7c8a9d03f937e!8m2!3d22.2044874!4d78.8906416",Approximate: coordinates of water filtration plant in Shivpuri area,0.0,0.0,2440.68,0.0,0.0
254,254,254,266,267,Madhya Pradesh,Chhindwara,TANDSI ,0.18,WCL,Western Coalfields Limited,Bituminous,G,UG,22.1857,78.3235,Application (Form-I) for Re-validation of Environmental Clearance for Tandsi UG: http://environmentclearance.nic.in/writereaddata/modification/PreviousTOR/18092018SQ540Q0QAnnexure-updatedForm-1.pdf,Exact,3.24,2.32308,2440.68,439.32239999999996,497.39939999999996
255,255,255,267,268,Madhya Pradesh,Chhindwara,NANDAN.II,0.0,WCL,Western Coalfields Limited,Bituminous,G,UG,22.2131,78.4357,"Executive Summary EIA & EMP for Public Hearing as per EIA Notification, 2006 Nandan II UG Extn.: http://www.mppcb.nic.in/proc/775-WesternCoal-ESNANDAN%20IIUG-EXTN-English.pdf",Exact,0.0,0.0,2440.68,0.0,0.0
256,256,256,268,269,Madhya Pradesh,Chhindwara,"GHORAWARI MINE NO.II
(BHARAT)",0.44,WCL,Western Coalfields Limited,Bituminous,G,OC,21.985785,79.311276,"Google Maps: https://www.google.com/maps/place/Madhya+Pradesh+480553,+India/@22.0139432,79.3117045,14043m/data=!3m1!1e3!4m8!1m2!2m1!1sChhindwara+District+480553+Bharat+open+cast+coal+mine!3m4!1s0x3bd54c8893e10e89:0x775c89d644b9dd42!8m2!3d21.9975559!4d79.3465557",Approximate: Pincode,0.528,0.378576,2440.68,1073.8991999999998,1083.3636
257,257,257,269,270,Madhya Pradesh,Chhindwara,"GHORAWARI
NO.1(.THARNA UG &
GHORWARI 16/17 OC)",0.2,WCL,Western Coalfields Limited,Bituminous,G,Mixed,21.895785,79.281128,"Google Maps: https://www.google.com/maps/place/Madhya+Pradesh+480553,+India/@22.0139432,79.3117045,14043m/data=!3m1!1e3!4m8!1m2!2m1!1sChhindwara+District+480553+Bharat+open+cast+coal+mine!3m4!1s0x3bd54c8893e10e89:0x775c89d644b9dd42!8m2!3d21.9975559!4d79.3465557",Approximate: Pincode,0.0,0.0,2440.68,488.13599999999997,488.13599999999997
258,258,258,270,271,Madhya Pradesh,Chhindwara,"MOHAN
(MOHAN/MAURT UG &
MOHAN OC)",0.44,WCL,Western Coalfields Limited,Bituminous,G,Mixed,22.179333,78.677592,"Google Maps: https://www.google.com/maps/place/22%C2%B010'45.6%22N+78%C2%B040'39.3%22E/@22.1790828,78.6776598,244m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d22.1793283!4d78.6775231",Exact,0.0,0.0,2440.68,1073.8991999999998,1073.8991999999998
259,259,259,272,273,Chhattisgarh,Korea,CHURCHA RO,1.59,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3342,82.52,"Google Maps: https://www.google.com/maps/place/Churcha+West+Mine/@23.3348692,82.518024,651m/data=!3m1!1e3!4m13!1m7!3m6!1s0x39888cf211565a65:0x3033130ab2b42168!2sChurcha,+Chhattisgarh+497335,+India!3b1!8m2!3d23.3172734!4d82.5258755!3m4!1s0x39888cf7f34bc109:0xe3517bc53b5e077d!8m2!3d23.3342667!4d82.5199199",Approximate: coordinates of Churcha West Mine,28.62,20.52054,2440.68,3880.6812,4393.6947
260,260,260,273,274,Chhattisgarh,Korea,KATKONA 1&2,0.25,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3596,82.6808,"Google Maps: https://www.google.com/maps/place/1%262+mine+katkona/@23.3596277,82.67859,685m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3988f1a8a9e65959:0x6f1782dff274e54c!8m2!3d23.3596228!4d82.6807787",Exact,4.5,3.2265,2440.68,610.17,690.8325
261,261,261,274,275,Chhattisgarh,Korea,KATKONA 3&4,0.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3567,82.725,Revised & Updated EIA & EMP of Katkona Underground Project: http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/08092018FGXG4C6QEIAexecutivesummery.PDF,Approximate: central coordinates of entire Katkona UG mine,0.0,0.0,2440.68,0.0,0.0
262,262,262,275,276,Chhattisgarh,Korea,BARTUNGA HILL,0.16,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.174,82.335,"Google Maps: https://www.google.com/maps/place/Bartunga+Hill+Mine+Manager+Office/@23.1740259,82.3328254,17z/data=!3m1!4b1!4m5!3m4!1s0x39887d421da54d55:0x47b140a44394a0b6!8m2!3d23.174021!4d82.3350141",Exact,2.88,2.06496,2440.68,390.5088,442.13280000000003
263,263,263,276,277,Chhattisgarh,Korea,KURASIA,0.33,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1783,82.3682,"Google Maps: https://www.google.com/maps/place/Kurasia+UG+Mine/@23.178215,82.3660097,685m/data=!3m2!1e3!4b1!4m5!3m4!1s0x39887d3378d94e83:0x1f0d93390f9ee9d!8m2!3d23.1782101!4d82.3681984",Exact,5.94,4.25898,2440.68,805.4244,911.8989
264,264,264,277,278,Chhattisgarh,Korea,NCPH R6 NEW,0.35,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1944,82.3489,"Google Maps: https://www.google.com/maps/place/NCPH+Colliery/@23.1944374,82.3483716,171m/data=!3m1!1e3!4m5!3m4!1s0x39887d7e43448bb5:0x796aac57cf5d9be8!8m2!3d23.1944325!4d82.3489188",Exact,6.3,4.5171,2440.68,854.2379999999999,967.1655
265,265,265,278,279,Chhattisgarh,Korea,WEST JKD,0.17,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1972,82.1472,West Jhagrakhand Underground Coal Mine Project: http://environmentclearance.nic.in/writereaddata/modification/PreviousTOR/14092018EM0QRWBPForm-I.pdf,Exact,3.06,2.19402,2440.68,414.9156,469.7661
266,266,266,279,280,Chhattisgarh,Korea,HALDIBARI,0.66,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.2232,82.1501,Haldibari UG Coal Mine Project Compliance Certification: http://environmentclearance.nic.in/writereaddata/Compliance/50_3-18-14%20CR%20(J-15).pdf,Exact,11.88,8.51796,2440.68,1610.8488,1823.7978
267,267,267,280,281,Chhattisgarh,Korea,CHIRIMIRI  OC,1.07,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.1795,82.3384,"Google Maps: https://www.google.com/maps/place/Chirimiri+Open+Cast+Mine/@23.1799769,82.3381579,321m/data=!3m1!1e3!4m12!1m6!3m5!1s0x39887d9bfbfd123b:0xabefa906b1af648c!2sChirimiri+Open+Cast+Mine!8m2!3d23.1794973!4d82.338407!3m4!1s0x39887d9bfbfd123b:0xabefa906b1af648c!8m2!3d23.1794973!4d82.338407",Exact,1.284,0.920628,2440.68,2611.5276,2634.5433
268,268,268,281,282,Chhattisgarh,Korea,PANDAVPARA,0.35,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3501,82.7288,"Google Maps: https://www.google.com/maps/place/Pandavpara+Mines/@23.3500657,82.7266146,17z/data=!4m5!3m4!1s0x3988f0840487ad43:0xd8cb401b944c586f!8m2!3d23.3500608!4d82.7288033",Exact,6.3,4.5171,2440.68,854.2379999999999,967.1655
269,269,269,282,283,Chhattisgarh,Surguja,JHILIMILI,0.34,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3547,82.7301,"Google Maps: https://www.google.com/maps/place/Jhilimili+Mines/@23.3553123,82.7286413,18z/data=!4m12!1m6!3m5!1s0x3988f080c644696f:0x64e575e67bba7db4!2sJhilimili+Mines!8m2!3d23.3547189!4d82.7301058!3m4!1s0x3988f080c644696f:0x64e575e67bba7db4!8m2!3d23.3547189!4d82.7301058",Exact,6.12,4.38804,2440.68,829.8312,939.5322
270,270,270,283,284,Chhattisgarh,Surguja,KUMDA 7&8,0.08,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.2074,83.0056,"Google Maps: https://www.google.com/maps/place/Kumda+Colony+SECL+Hospital/@23.2115355,82.9977406,2736m/data=!3m1!1e3!4m12!1m6!3m5!1s0x3989a9ee7ad311d1:0x8732112d74f93c57!2sKumda+Secl+Tavar!8m2!3d23.2098313!4d83.0060622!3m4!1s0x3989a9edbebab777:0x4095a602351d882d!8m2!3d23.2072743!4d83.0055392",Approximate: coordinates of hospital in Kumda,1.44,1.0324799999999998,2440.68,195.2544,221.0664
271,271,271,284,285,Chhattisgarh,Surguja,BALRAMPUR,0.11,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.6169,83.6191,"Google Maps: https://www.google.com/maps/place/New+District+hospital+Balrampur/@23.6085285,83.6108194,15z/data=!4m13!1m7!3m6!1s0x398bdfecb1e9c86b:0xa4ddb7ad019569cd!2sBalrampur,+Chhattisgarh+497119,+India!3b1!8m2!3d23.611174!4d83.610896!3m4!1s0x398bdfc3873cd8bf:0xd70e5852aab56e25!8m2!3d23.61671!4d83.6190355",Approximate: coordinates of hospital in Balrampur ,1.98,1.41966,2440.68,268.47479999999996,303.96629999999993
272,272,272,285,286,Chhattisgarh,Surguja,KETKI,0.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1385,82.8786,"Google Maps: https://www.google.com/maps/place/Ketka+Hospital/@23.1390626,82.8775173,17z/data=!4m5!3m4!1s0x398855838ecd326d:0x923d32dcdc414c2d!8m2!3d23.1383572!4d82.8784078",Approximate: coordinates of hospital in Ketka village,0.0,0.0,2440.68,0.0,0.0
273,273,273,286,287,Chhattisgarh,Surguja,REHAR,0.13,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1063,82.9368,Executive Summary of EIA & EMP for Proposed Expansion of Rehar UG Coal Mining Project: https://enviscecb.org/117/ExeSummary_ReharUG_English.pdf,Exact,2.34,1.6777799999999998,2440.68,317.28839999999997,359.2329
274,274,274,287,288,Chhattisgarh,Surguja,GAYATRI,0.25,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.1097,82.9051,"Google Maps: https://www.google.com/maps/place/Gayatri+UG+Mine/@23.1096749,82.9040018,18z/data=!4m5!3m4!1s0x3988534b7d2d7a09:0xda794e628d680936!8m2!3d23.10967!4d82.9050961",Exact,4.5,3.2265,2440.68,610.17,690.8325
275,275,275,288,289,Chhattisgarh,Surguja,BISRAMPUR,0.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.184794,82.979063,"Google Maps: https://www.google.com/maps/place/SECL+Area+Office/@23.1809372,82.9792625,1909m/data=!3m1!1e3!4m5!3m4!1s0x3989aa31554375a1:0x16698b016b3010b3!8m2!3d23.1841366!4d82.9770595",Approximate: Near SCCL Area office,0.0,0.0,2440.68,0.0,0.0
276,276,276,289,290,Chhattisgarh,Surguja,AMGAON,0.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.1367,82.83,Project Report for Amgaon Opencast Project: http://forestsclearance.nic.in/writereaddata/FormA/Miningletter/11111012471218YAND3Amgaonminingplan.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
277,277,277,290,291,Chhattisgarh,Surguja,AMERA,0.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.0617,83.0433,Amera Opencast Project Application for Form-I: http://environmentclearance.nic.in/writereaddata/EIA/28042015DSW5U73WFULLEIAAMERA2MTYcompressed_opt.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
278,278,278,292,293,Chhattisgarh,Balrampur,MAHAN-II,2.0,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.3654,83.2264,"EIA & EMP for Peak Capacity Of Existing, Approved Mahan II OCP: http://environmentclearance.nic.in/writereaddata/EIA/07102014VG8VLG9YEIAmahanIIOC2mtpaunderClause7ii.pdf",Exact,2.4,1.7208,2440.68,4881.36,4924.38
279,279,279,293,294,Chhattisgarh,Balrampur,JAGANNATHPUR,0.09,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.3704,83.215,Public Consultation Document Executive Summary of EIA/EMP Report of Jagannathpur Opencast Project: https://enviscecb.org/248/English.pdf,Exact,0.108,0.0774359999999999,2440.68,219.66119999999998,221.59709999999998
280,280,280,294,295,Chhattisgarh,Surajpur,BHATGAON,0.42,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3667,83.0,"Environment Clearance, Bhatgaon Project: http://environmentclearance.nic.in/writereaddata/modification/PreviousTOR/01092018QOEK6WFBFORM1.pdf",Exact,7.56,5.42052,2440.68,1025.0855999999999,1160.5985999999998
281,281,281,295,296,Chhattisgarh,Surajpur,MAHAMAYA,0.04,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3815,83.0235,"Google Maps: https://www.google.com/maps/place/Mahamaya+UG+Mine/@23.3813685,83.0212328,684m/data=!3m2!1e3!4b1!4m5!3m4!1s0x398904f02622b0c7:0x2b89cbde3749c28b!8m2!3d23.3813636!4d83.0234215",Exact,0.72,0.5162399999999999,2440.68,97.6272,110.5332
282,282,282,296,297,Chhattisgarh,Surajpur,SHIWANI,0.31,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.3498,83.0743,"Google Maps: https://www.google.com/maps/place/Shiwani+UG+Mine/@23.3497258,83.0720476,17z/data=!3m1!4b1!4m5!3m4!1s0x3989058b5d09630f:0x277291c3ea60b7e0!8m2!3d23.3497209!4d83.0742363",Exact,5.58,4.00086,2440.68,756.6107999999999,856.6323
283,283,283,297,298,Chhattisgarh,Surajpur,NAWAPARA,0.15,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,23.2907,83.0856,Summary of EIA of Nawapara Underground Project: https://enviscecb.org/148/Executive%20Summary_English.pdf,Exact,2.7,1.9359,2440.68,366.102,414.49949999999995
284,284,284,298,299,Chhattisgarh,Surajpur,MAHAN,0.17,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,23.3861,83.0183,"Google Maps: https://www.google.ca/maps/place/Mahan+OCM/@23.3753454,82.9908446,5533m/data=!3m1!1e3!4m8!1m2!2m1!1smahan+Chhattisgarh!3m4!1s0x0:0x2a06d756828aa177!8m2!3d23.3859859!4d83.0181885",Exact,0.204,0.1462679999999999,2440.68,414.9156,418.5723
285,285,285,299,300,Chhattisgarh,Korba,VIJAY WEST,0.5,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.8542,82.3211,"Google Maps: https://www.google.com/maps/place/Vijay+West+Underground+Mine+(SECL)/@22.8540943,82.3189061,17z/data=!3m1!4b1!4m5!3m4!1s0x39887372f97c3c51:0xb1d1f7b8a879e29a!8m2!3d22.8540894!4d82.3210948",Exact,9.0,6.452999999999999,2440.68,1220.34,1381.665
286,286,286,300,301,Chhattisgarh,Korba,RANI ATARI,0.05,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.8647,82.2989,"Google Maps: https://www.google.com/maps/place/Rani+Atari+u%2Fg+mines/@22.8646277,82.294637,16z/data=!4m12!1m6!3m5!1s0x398875151ea93627:0x3f8e7618085f1e7b!2sRani+Atari+u%2Fg+mines!8m2!3d22.8646241!4d82.2990141!3m4!1s0x398875151ea93627:0x3f8e7618085f1e7b!8m2!3d22.8646241!4d82.2990141",Exact,0.9,0.6453,2440.68,122.03399999999999,138.16649999999998
287,287,287,301,302,Chhattisgarh,Korba,RAJGAMAR 4&5,0.13,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.3708,82.8681,"Half Yearly Compliance Report of E.C. Conditions, December 2017: http://environmentclearance.nic.in/writereaddata/Compliance/29_Jan_2018_111736083FAH1HXEMSECL_10267_19.1.18.pdf",Exact,2.34,1.6777799999999998,2440.68,317.28839999999997,359.2329
288,288,288,302,303,Chhattisgarh,Korba,SURAKACHHAR MAIN,0.19,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.365,82.6306,"Minutes of the 48th meeting of the Expert Appraisal Committee held on 3-4 October, 2019: http://environmentclearance.nic.in/writereaddata/Form-1A/Minutes/14102019IB0QM5DMFinalApprovedMoMof48EAC.pdf",Exact,3.42,2.45214,2440.68,463.7292,525.0327
289,289,289,303,304,Chhattisgarh,Korba,SURAKACHHAR 3&4,0.1,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.368,82.6315,"Google Maps: https://www.google.ca/maps/place/Surakachhar+Coalmines,+Surakachhar,+Chhattisgarh+495452,+India/@22.3678062,82.6310545,18z/data=!4m13!1m7!3m6!1s0x3a278bef0704dfd9:0x5449b9505b2162f1!2sSurakachhar,+Chhattisgarh+495452,+India!3b1!8m2!3d22.3701756!4d82.6307869!3m4!1s0x3a278bf18b097ee7:0xba7981528c9d2687!8m2!3d22.3679854!4d82.6314622",Approximate: coordinates of general Surakachhar mines area,1.8,1.2906,2440.68,244.06799999999998,276.33299999999997
290,290,290,304,305,Chhattisgarh,Korba,BALGI,0.12,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.3672,82.6425,Summary on EIA/EMP of Balgi Underground Project for Public Hearing: https://enviscecb.org/113/Balgi%20PH_Eng_.pdf,Exact,2.16,1.54872,2440.68,292.8816,331.5996
291,291,291,305,306,Chhattisgarh,Korba,DHELWADIH,0.2,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.4616,82.5634,"Google Maps: https://www.google.ca/maps/place/Dhelwadih+Mine+Office/@22.4615665,82.5611374,689m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3988201d3f3a3a2f:0x754ee06c02a8a2c1!8m2!3d22.4615616!4d82.5633261",Exact,3.6,2.5812,2440.68,488.13599999999997,552.6659999999999
292,292,292,306,307,Chhattisgarh,Korba,SINGHALI,0.38,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.4406,82.5679,"Google Maps: https://www.google.ca/maps/place/Singhali+Coal+Mine,+Singhali,+Chhattisgarh+495445,+India/@22.4408577,82.566373,689m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3a278aaea2fd7d01:0x42a6f7743da6e950!8m2!3d22.4406158!4d82.5679487",Exact,6.84,4.90428,2440.68,927.4584,1050.0654
293,293,293,307,308,Chhattisgarh,Korba,BAGDEVA,0.39,SECL,South Eastern Coalfields Limited ,Bituminous,G,UG,22.3863,82.535,"Summary of EIA of Bagdewa Underground Project for Public Hearing: https://enviscecb.org/Bagdeva%20Underground%20Project,SECl,%20Korba/English%20Summary.pdf",Exact,7.02,5.03334,2440.68,951.8652,1077.6987
294,294,294,308,309,Chhattisgarh,Korba,MANIKPUR,4.9,SECL,South Eastern Coalfields Limited ,Bituminous,G,OC,22.3208,82.725,Manikpur Opencast Expansion Project Executive Summary of EIA/EMP Report for Public Consultation: https://enviscecb.org/299/English.pdf,Exact,5.88,4.21596,2440.68,11959.332,12064.731
